,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,first_game_diff,n_tour_diff,n_game_diff,score_diff,n_games_higher,n_upset_higher,n_peo,n_upset_peo,upset
597,offline,blitz,4,0,339.0,MM,0,-9,-50,-0.0211995066296639,7,3,0,0,0
598,offline,blitz,-36,0,214.0,MM,0,-15,-74,-0.1926201851701892,1,1,0,0,0
599,offline,blitz,-9,-1,317.0,MM,0,8,53,0.0548001310615989,7,2,2,1,1
600,offline,blitz,-3,-1,329.0,MM,0,22,162,0.0044823597455176,13,4,0,0,1
601,offline,blitz,2,0,207.0,MM,0,-15,-162,-0.0292084248887936,24,14,0,0,1
602,offline,blitz,-7,0,228.0,MM,0,7,104,0.0256410256410256,1,0,0,0,1
603,offline,blitz,16,0,297.0,MM,0,15,121,0.1507628094415659,1,0,0,0,1
604,offline,blitz,12,0,334.0,MM,0,-23,-175,-0.2684124386252046,7,3,0,0,1
605,offline,blitz,31,0,285.0,MM,0,-2,-38,-0.0588578088578087,13,4,0,0,1
606,offline,blitz,-10,0,213.0,MM,0,6,89,0.0538994763499013,0,0,0,0,0
607,offline,blitz,-3,1,206.0,MM,0,17,40,-0.0817748441510817,7,3,0,0,0
608,offline,blitz,4,-1,215.0,MM,0,47,459,0.1138655462184874,5,2,0,0,0
609,offline,blitz,11,0,351.0,MM,0,24,318,-0.0185644605163569,7,3,0,0,0
610,offline,blitz,1,-1,268.0,MM,0,17,152,0.1592316441299127,6,3,0,0,0
611,offline,blitz,-8,-1,215.0,MM,0,31,349,0.1694223985890653,7,2,0,0,1
612,offline,blitz,14,0,293.0,MM,0,-17,-190,-0.056395186118108,24,14,0,0,0
613,offline,blitz,9,1,251.0,MM,0,-16,-185,-0.1478816486299793,3,2,0,0,1
614,offline,blitz,-7,-1,212.0,MM,0,0,38,-0.1930069930069929,5,4,0,0,1
615,offline,blitz,19,0,203.0,MM,0,-25,-191,-0.0748528449967299,7,2,0,0,0
616,offline,blitz,11,-1,224.0,MM,0,-11,-107,0.0177484787018256,5,2,0,0,1
617,offline,blitz,18,0,326.0,MM,0,9,97,-0.0353490108249346,7,3,1,1,0
618,offline,blitz,15,0,258.0,MM,0,-1,15,-0.0810174809502465,6,2,0,0,1
619,offline,blitz,6,-1,219.0,MM,0,14,165,0.0020747757565595,1,0,1,0,0
620,offline,blitz,1,0,212.0,MM,0,15,95,-0.1398399185712964,0,0,0,0,1
621,offline,blitz,5,-1,202.0,MM,0,4,-9,-0.0012145748987854,3,2,0,0,0
622,offline,blitz,1,0,219.0,MM,0,-18,-245,-0.0754010340713244,24,14,1,1,1
623,offline,blitz,20,-1,257.0,MM,0,9,124,0.0143665158371041,5,2,1,1,0
624,offline,blitz,1,0,298.0,MM,0,3,65,-0.0669834328483728,7,3,0,0,0
625,offline,blitz,6,0,267.0,MM,0,6,37,-0.0235728848114169,1,0,0,0,1
626,offline,blitz,-1,1,212.0,MM,0,10,126,-0.0293408426511635,0,0,0,0,0
627,offline,blitz,-4,0,255.0,MM,0,-1,-3,-0.0602910602910602,3,1,1,1,0
628,offline,blitz,-8,-1,236.0,MM,0,-1,-14,-0.1903828760928549,0,0,0,0,1
629,offline,blitz,11,1,237.0,MM,0,-1,-51,0.0066821899581263,18,8,0,0,1
630,offline,blitz,24,-1,200.0,MM,0,3,-1,0.056318082788671,5,2,0,0,0
631,offline,blitz,5,0,278.0,MM,0,-27,-221,-0.1404920767306089,7,2,0,0,0
632,offline,blitz,-13,0,340.0,FF,0,1,-8,-0.0083375996489432,3,0,0,0,0
633,offline,blitz,9,0,316.0,FF,0,-27,-349,-0.0908572090253424,31,16,0,0,0
634,offline,blitz,-2,0,322.0,FF,0,10,19,0.0880366774541532,10,1,0,0,1
635,offline,blitz,-2,0,299.0,FF,0,11,124,0.0580709645177411,20,6,2,1,0
636,offline,blitz,-4,0,289.0,FF,0,-30,-372,0.0308521636390488,101,21,0,0,0
637,offline,blitz,20,0,284.0,FF,0,-9,-58,0.2103448275862069,17,4,0,0,0
638,offline,blitz,2,-1,263.0,FF,0,9,83,0.0799018561979945,12,5,2,2,1
639,offline,blitz,-8,0,261.0,FF,0,-7,-6,0.1932206682206682,34,11,1,1,0
640,offline,blitz,9,0,268.0,FF,0,13,104,0.1219184324447482,19,3,0,0,1
641,offline,blitz,11,0,269.0,FF,0,5,56,-0.2526315789473684,0,0,0,0,0
642,offline,blitz,3,0,277.0,FF,0,4,-6,-0.0403897401732178,13,6,0,0,0
643,offline,blitz,-1,0,270.0,FF,0,1,19,0.0316313823163137,14,6,0,0,0
644,offline,blitz,9,0,290.0,FF,0,13,100,0.0482478186340846,40,12,0,0,0
645,offline,blitz,10,-1,305.0,FF,0,9,27,0.1234315644065845,38,14,0,0,0
646,offline,blitz,4,0,331.0,FF,0,-16,-149,-0.0182451499118165,58,25,1,0,1
647,offline,blitz,2,0,341.0,FF,0,18,228,0.2737980769230769,19,4,1,0,0
648,offline,blitz,3,0,346.0,FF,0,16,119,0.0734580316438723,34,9,2,0,0
649,offline,blitz,0,0,350.0,FF,1,-1,-11,0.0909090909090908,5,2,0,0,1
650,offline,blitz,21,0,327.0,FF,0,10,80,0.0052540174547692,39,12,1,0,0
651,offline,blitz,-2,0,533.0,FF,0,8,65,0.0390734376988672,10,0,0,0,0
652,offline,blitz,12,0,293.0,FF,0,5,98,0.056386514719848,14,3,0,0,1
653,offline,blitz,0,0,273.0,FF,0,-3,-2,0.1007350891861761,21,7,1,0,0
654,offline,blitz,-16,0,266.0,FF,0,15,68,0.0690425279163696,14,7,1,0,0
655,offline,blitz,15,0,256.0,FF,0,-29,-201,0.123323754789272,40,15,1,1,1
656,offline,blitz,10,0,310.0,FF,0,27,246,0.1667845772904138,5,2,0,0,0
657,offline,blitz,-1,0,786.0,FF,0,58,475,0.047179424472161,21,11,0,0,0
658,offline,blitz,-1,0,307.0,FF,0,9,-26,0.1235666347075743,2,0,0,0,1
659,offline,blitz,0,0,330.0,FF,0,-10,-171,0.1484343434343434,34,11,0,0,0
660,offline,blitz,4,0,310.0,FF,0,25,281,-0.1854651162790697,0,0,0,0,0
661,offline,blitz,-5,0,302.0,FF,0,12,51,0.0427442311186482,13,6,0,0,0
662,offline,blitz,6,1,255.0,FF,0,-1,7,-0.0743525480367585,6,1,0,0,0
663,offline,blitz,-4,0,285.0,FF,0,9,186,0.2378151260504201,38,14,0,0,0
664,offline,blitz,7,0,328.0,FF,0,14,111,0.157888986013986,19,4,0,0,0
665,offline,blitz,5,0,337.0,FF,0,16,178,0.0643787117405206,34,9,0,0,0
666,offline,blitz,2,0,502.0,FF,0,20,193,0.134518307856381,10,0,0,0,0
667,offline,blitz,11,0,285.0,FF,0,-46,-395,-0.1295215253265755,35,15,3,3,1
668,offline,blitz,-11,-1,222.0,FF,0,14,157,0.1270230643433147,22,8,0,0,0
669,offline,blitz,-3,0,268.0,FF,0,18,91,-0.0048705155618912,4,1,0,0,0
670,offline,blitz,11,0,254.0,FF,0,-38,-329,0.139215848806366,21,7,0,0,1
671,offline,blitz,-3,0,237.0,FF,0,18,186,0.104752275025278,14,7,1,0,0
672,offline,blitz,9,0,227.0,FF,0,-17,-267,0.0198876201198182,31,16,0,0,0
673,offline,blitz,15,0,217.0,FF,0,-40,-403,-0.0532361308677098,101,21,2,1,0
674,offline,blitz,6,-1,205.0,FF,0,-15,-159,-0.0003109936246307,12,5,1,0,1
675,offline,blitz,-6,-1,356.0,FF,0,22,249,0.1928321678321677,5,2,1,1,0
676,offline,blitz,2,1,792.0,FF,0,-3,-26,-0.0268490374873353,21,11,0,0,0
677,offline,blitz,19,0,234.0,FF,0,11,89,0.3041064049586777,19,4,1,1,0
678,offline,blitz,1,-1,246.0,FF,0,-2,-32,-0.0395869861679329,39,12,0,0,0
679,offline,blitz,12,0,220.0,FF,0,20,176,-0.0626262626262627,34,9,1,1,0
680,offline,blitz,1,1,329.0,FF,0,-1,22,-0.0481244044009355,10,0,0,0,0
681,offline,blitz,7,0,253.0,FF,0,-10,-65,0.1204350851714017,44,13,3,1,0
682,offline,blitz,0,0,243.0,FF,0,-34,-339,-0.0178223729665222,35,15,2,2,0
683,offline,blitz,14,0,331.0,FF,0,-10,-178,0.0130855741586335,58,25,1,0,1
684,offline,blitz,-9,-1,253.0,FF,0,-11,-130,-0.0837495021293543,22,8,4,1,0
685,offline,blitz,11,-1,271.0,FF,0,31,204,0.0768253968253968,6,2,0,0,0
686,offline,blitz,2,0,215.0,FF,0,-18,-207,0.0007073518586676,21,7,1,1,1
687,offline,blitz,8,-1,220.0,FF,0,-4,-66,-0.0398961854176725,12,5,0,0,0
688,offline,blitz,7,0,466.0,FF,0,8,44,0.1968999680409076,19,3,2,0,1
689,offline,blitz,16,0,281.0,FF,0,-52,-468,0.1684063373718546,101,21,0,0,0
690,offline,blitz,1,0,262.0,FF,0,-7,-99,-0.0008045483801759,13,6,0,0,1
691,offline,blitz,15,0,763.0,FF,0,9,68,-0.0396854764107308,21,11,0,0,0
692,offline,blitz,11,-1,249.0,FF,0,15,110,0.2231404958677685,5,2,0,0,0
693,offline,blitz,-2,1,282.0,FF,0,9,86,0.0860592820028341,14,6,0,0,0
694,offline,blitz,6,0,310.0,FF,0,-35,-366,0.0414303397564985,44,13,0,0,1
695,offline,blitz,14,0,277.0,FF,0,-30,-297,0.0027969348659003,35,15,1,1,0
696,offline,blitz,8,0,221.0,FF,0,16,117,-0.0058248387767838,4,1,0,0,1
697,offline,blitz,3,0,302.0,FF,0,10,145,0.0709866220735785,14,7,0,0,0
698,offline,blitz,13,0,249.0,FF,0,-12,-75,0.1919965942954449,14,3,0,0,0
699,offline,blitz,-15,0,237.0,FF,0,20,269,0.0369993642720914,3,0,0,0,0
700,offline,blitz,-7,0,284.0,FF,0,-6,-65,-0.1821842783505154,10,0,0,0,0
701,offline,blitz,-1,0,246.0,FF,0,-2,-30,0.1378798192957485,6,2,1,1,1
702,offline,blitz,4,0,227.0,FF,0,12,144,0.1230106100795755,7,1,0,0,1
703,offline,blitz,0,-1,203.0,FF,0,-21,-170,0.1655038239635047,22,8,0,0,1
704,offline,blitz,3,-1,202.0,FF,0,34,369,0.1216117216117215,6,2,0,0,0
705,offline,blitz,6,0,212.0,FF,0,-22,-212,-0.1199684110282675,15,6,1,1,1
706,offline,blitz,4,0,207.0,FF,0,-16,-89,0.0867673036775332,44,13,4,2,0
707,offline,blitz,-6,0,342.0,FF,0,10,33,0.1950937283036334,7,1,0,0,1
708,offline,blitz,13,0,523.0,FF,0,-5,-64,0.0332383665716998,58,25,0,0,0
709,offline,blitz,-21,0,245.0,FF,0,-15,-137,0.1855757389162562,26,11,0,0,1
710,offline,blitz,20,0,222.0,FF,0,-4,-69,0.0413339382940108,17,4,1,1,0
711,offline,blitz,-5,0,202.0,FF,0,18,183,0.0527766435279706,13,6,1,0,0
712,offline,blitz,14,0,228.0,FF,0,0,-14,-0.0022285966460724,34,9,1,0,1
713,offline,blitz,-2,0,441.0,FF,0,8,49,0.0307866120604435,10,0,0,0,0
714,offline,blitz,2,0,304.0,FF,0,-28,-289,-0.110037477286493,21,7,0,0,0
715,offline,blitz,9,0,204.0,FF,0,-6,-114,0.0123500491642084,15,6,0,0,0
716,offline,blitz,-1,-1,322.0,FF,-1,22,149,0.1778523489932886,0,0,0,0,1
717,offline,blitz,5,-1,305.0,FF,0,15,92,0.0762747576906868,6,2,1,0,0
718,offline,blitz,14,0,479.0,FF,0,-22,-237,0.1688484461472967,58,25,0,0,0
719,offline,blitz,8,0,360.0,FF,0,-10,-45,0.0156493506493505,34,9,0,0,0
720,offline,blitz,4,-1,225.0,FF,0,42,385,0.0669191919191918,5,2,0,0,0
721,offline,blitz,17,0,310.0,FF,0,-20,-216,0.0227860374919197,31,16,3,2,0
722,offline,blitz,2,-1,244.0,FF,0,-2,-192,-0.0761061946902654,16,6,0,0,0
723,offline,blitz,-32,0,404.0,FF,0,0,-75,0.1220487775647172,26,11,0,0,0
724,offline,blitz,4,0,258.0,FF,0,-7,-28,0.2065967016491754,14,7,0,0,0
725,offline,blitz,5,0,249.0,FF,0,14,130,0.2212577160493827,19,4,0,0,0
726,offline,blitz,-5,-1,257.0,FF,0,35,277,0.2089646464646464,5,2,0,0,0
727,offline,blitz,8,0,239.0,FF,0,6,50,-0.0641588067558676,21,11,4,3,1
728,offline,blitz,4,0,239.0,FF,0,-8,-86,0.0862475759534582,31,16,7,4,1
729,offline,blitz,22,-1,266.0,FF,0,-2,-56,0.061609936032124,39,12,0,0,0
730,offline,blitz,-2,0,224.0,FF,0,-7,-75,-0.007601880877743,34,9,0,0,0
731,offline,blitz,4,0,233.0,FF,0,-13,-115,0.0373714221824686,21,7,1,0,1
732,offline,blitz,3,0,233.0,FF,0,25,298,0.0605351170568561,4,1,0,0,0
733,offline,blitz,-13,0,300.0,FF,0,-12,-184,0.095269766410706,2,0,1,0,0
734,offline,blitz,20,0,235.0,FF,0,-56,-435,0.1197318007662835,35,15,0,0,1
735,offline,blitz,-8,-1,206.0,FF,0,13,94,0.0718614718614718,5,2,0,0,0
736,offline,blitz,6,0,680.0,FF,0,14,99,-0.033372194695424,21,11,0,0,0
737,offline,blitz,-9,0,262.0,FF,0,-16,-233,0.0016616750735602,21,7,0,0,1
738,offline,blitz,7,0,425.0,FF,0,-22,-327,0.0948691557159776,31,16,1,1,0
739,offline,blitz,-1,-1,247.0,FF,0,-4,3,0.0298937443879078,22,8,3,2,1
740,offline,blitz,10,-1,208.0,FF,0,30,280,0.0919158361018825,6,2,1,0,0
741,offline,blitz,-5,0,209.0,FF,0,-11,-125,-0.0721003134796237,20,6,1,0,1
742,offline,blitz,-2,0,322.0,FF,0,-6,-64,0.029392212725546,58,25,0,0,0
743,offline,blitz,18,1,303.0,FF,0,-18,-157,-0.0941919191919192,34,9,0,0,1
744,offline,blitz,17,-1,272.0,FF,0,-4,-62,-0.0358388602309014,39,12,0,0,0
745,offline,blitz,-4,0,405.0,FF,0,5,29,0.1166748486336115,10,0,0,0,0
746,offline,blitz,-10,0,253.0,FF,0,13,184,0.1328230022404779,10,1,0,0,0
747,offline,blitz,-2,0,308.0,FF,0,8,139,-0.0264621741894469,3,0,0,0,0
748,offline,blitz,18,0,360.0,FF,0,-4,-74,0.0469800747198007,34,9,1,1,0
749,offline,blitz,35,0,234.0,FF,0,-7,-100,-0.0167272927689594,58,25,1,1,1
750,offline,blitz,16,0,942.0,FF,0,3,12,-0.0151460512080779,21,11,0,0,0
751,offline,blitz,-1,0,225.0,FF,0,21,109,0.1416858237547892,7,1,0,0,0
752,offline,blitz,11,0,245.0,FF,0,-12,-175,0.0565516904436192,31,16,1,1,1
753,offline,blitz,-2,0,200.0,FF,0,3,31,-0.1124945628534145,3,0,0,0,0
754,offline,blitz,-9,0,238.0,FF,0,12,87,0.0480366830276414,13,6,0,0,1
755,offline,blitz,14,0,250.0,FF,0,-9,-105,-0.0038537549407114,34,9,0,0,0
756,offline,blitz,1,1,269.0,FF,0,-10,-86,-0.1012183692596063,10,0,0,0,0
757,offline,blitz,10,0,298.0,FF,0,-21,-156,0.0036057692307691,21,7,1,1,0
758,offline,blitz,-6,1,221.0,FF,0,-3,-58,-0.0176724137931033,20,6,0,0,0
759,offline,blitz,4,1,316.0,FF,1,-29,-324,-0.0725308641975308,58,25,0,0,1
760,offline,blitz,9,-1,284.0,FF,0,-16,-131,0.1817462828218918,12,5,0,0,0
761,offline,blitz,-6,-1,245.0,FF,0,5,-32,0.0485689580631215,22,8,1,0,0
762,offline,blitz,3,0,216.0,FF,0,-4,-54,-0.016670924885028,10,1,0,0,1
763,offline,blitz,2,0,227.0,FF,0,36,335,0.0343366093366093,34,9,0,0,0
764,offline,blitz,15,-1,242.0,FF,0,25,219,-0.0946113679164526,39,12,1,1,1
765,offline,blitz,0,0,451.0,FF,0,-4,-77,0.3146907216494845,10,0,0,0,0
766,offline,blitz,4,0,644.0,FF,0,11,79,0.0525160418777439,21,11,0,0,0
767,offline,blitz,-6,0,202.0,FF,0,30,298,0.2201399300349825,7,1,1,0,0
768,offline,blitz,-3,0,227.0,FF,0,-9,-26,0.0670673076923076,21,7,2,1,0
769,offline,blitz,14,1,274.0,FF,0,-24,-261,-0.1280864197530864,58,25,0,0,1
770,offline,blitz,17,0,243.0,FF,0,5,47,0.0387844611528822,19,3,0,0,0
771,offline,blitz,6,-1,368.0,FF,0,21,162,0.0414729263536823,39,12,0,0,1
772,offline,blitz,8,0,252.0,FF,0,1,39,-0.2656779661016949,0,0,0,0,1
773,offline,blitz,40,0,776.0,FF,0,17,177,-0.0186645136778116,21,11,0,0,0
774,offline,rapid,11,0,301.0,MM,0,-17,-133,-0.0257043902679517,3,2,0,0,0
775,offline,rapid,-3,1,266.0,MM,0,14,187,0.0227592217723796,1,1,0,0,0
776,offline,rapid,-7,0,264.0,MM,0,14,221,-0.0524725656341158,3,0,0,0,0
777,offline,rapid,2,0,241.0,MM,0,9,136,-0.0820955550932668,3,2,0,0,1
778,offline,rapid,0,-1,242.0,MM,0,5,77,-0.1380563416516593,4,4,0,0,0
779,offline,rapid,4,0,244.0,MM,0,-3,14,-0.0092144307355926,5,3,3,0,1
780,offline,rapid,8,0,235.0,MM,0,-2,14,-0.0787671232876712,1,1,1,0,1
781,offline,rapid,3,1,228.0,MM,0,11,75,-0.071219715956558,0,0,0,0,1
782,offline,rapid,2,0,221.0,MM,0,-2,-8,-0.0736509801042507,18,10,3,2,0
783,offline,rapid,4,0,215.0,MM,0,0,14,0.0344724914811261,1,0,1,0,1
784,offline,rapid,3,-1,216.0,MM,-1,29,303,0.094059405940594,0,0,0,0,0
785,offline,rapid,1,0,216.0,MM,0,-8,-85,0.0545563293031998,5,1,0,0,1
786,offline,rapid,-24,0,200.0,MM,0,-8,-60,-0.249715909090909,0,0,0,0,1
787,offline,rapid,13,0,207.0,MM,0,24,219,-0.025062365227686,1,1,0,0,1
788,offline,rapid,-3,0,213.0,MM,0,3,1,-0.1272248731348935,2,1,0,0,0
789,offline,rapid,13,0,218.0,MM,0,1,55,0.0126826373952384,4,1,1,1,0
790,offline,rapid,0,0,216.0,MM,0,-13,-165,0.0127354452054795,21,12,0,0,1
791,offline,rapid,1,0,217.0,MM,0,4,100,-0.0895623616763047,1,1,0,0,1
792,offline,rapid,3,0,213.0,MM,0,-17,-146,-0.0424253034547151,1,0,0,0,0
793,offline,rapid,-6,-1,215.0,MM,0,15,191,-0.0678435040137167,0,0,0,0,1
794,offline,rapid,14,0,212.0,MM,0,8,68,0.061190444414787,1,0,1,0,0
795,offline,rapid,-34,-1,214.0,MM,0,24,200,0.0216272652695951,2,2,0,0,0
796,offline,rapid,-12,0,207.0,MM,0,14,142,-0.1929158760278304,1,0,0,0,0
797,offline,rapid,10,0,207.0,MM,0,7,78,-0.073397913561848,0,0,0,0,0
798,offline,rapid,-24,0,209.0,MM,0,-7,13,-0.0455300363388598,2,1,0,0,0
799,offline,rapid,-2,-1,208.0,MM,0,10,138,-0.0404475043029259,1,0,0,0,1
800,offline,rapid,1,0,210.0,MM,0,-8,-72,-0.1146951639909387,2,0,0,0,0
801,offline,rapid,0,-1,216.0,MM,0,18,190,0.035012285012285,4,2,0,0,0
802,offline,rapid,2,0,215.0,MM,0,-15,-138,-0.2660201214538203,1,1,0,0,0
803,offline,rapid,-11,0,215.0,MM,0,26,279,-0.2608932461873638,2,2,0,0,0
804,offline,rapid,7,0,213.0,MM,0,-25,-210,-0.0461098499366137,3,1,0,0,1
805,offline,rapid,13,0,212.0,MM,0,-2,-48,0.0067210507413678,16,9,0,0,0
806,offline,rapid,14,0,212.0,MM,0,0,22,-0.0523121992048545,0,0,0,0,0
807,offline,rapid,3,0,217.0,MM,0,-2,-22,0.0177404295051353,4,2,0,0,1
808,offline,rapid,-9,-1,217.0,MM,0,8,53,0.0340358527131782,2,0,1,0,1
809,offline,rapid,10,0,217.0,MM,0,5,11,0.0100929614873838,12,5,6,5,1
810,offline,rapid,0,0,231.0,MM,0,-23,-274,-0.0709097198201315,24,14,0,0,1
811,offline,rapid,5,-1,230.0,MM,0,23,186,0.3619541080680977,0,0,0,0,0
812,offline,rapid,7,-1,230.0,MM,0,5,47,-0.0380235706322662,9,2,0,0,1
813,offline,rapid,8,-1,233.0,MM,0,4,49,0.0640952921157118,2,1,0,0,0
814,offline,rapid,12,0,273.0,MM,0,-2,14,0.1449741192185674,8,4,3,3,1
815,offline,rapid,-3,1,235.0,MM,0,15,178,-0.0697316207184628,0,0,0,0,0
816,offline,rapid,-12,-1,236.0,MM,0,20,208,-0.0376692530047162,5,3,1,1,0
817,offline,rapid,9,0,219.0,MM,0,-34,-304,-0.2036638730252911,1,1,0,0,0
818,offline,rapid,-11,-1,207.0,MM,0,-6,-67,0.0046768707482993,5,4,0,0,0
819,offline,rapid,2,0,217.0,MM,0,25,209,-0.0602766798418972,0,0,0,0,0
820,offline,rapid,1,0,240.0,MM,0,-5,-36,-0.084313725490196,12,5,0,0,0
821,offline,rapid,8,-1,264.0,MM,0,1,-20,-0.0662436155393901,9,2,0,0,0
822,offline,rapid,-11,-1,206.0,MM,0,19,236,-0.0064935064935065,1,0,0,0,1
823,offline,rapid,-3,-1,222.0,MM,0,17,176,0.1182966974620367,2,0,0,0,1
824,offline,rapid,8,0,250.0,MM,0,-5,22,-0.0079328756674295,5,3,3,0,1
825,offline,rapid,-2,0,235.0,MM,0,11,128,-0.08337711016143,3,2,0,0,0
826,offline,rapid,0,0,242.0,MM,0,-1,46,-0.2061403508771929,0,0,0,0,1
827,offline,rapid,11,1,221.0,MM,0,10,43,0.0561535116329636,1,1,1,1,0
828,offline,rapid,8,0,202.0,MM,0,6,39,-0.0397506686222068,1,1,0,0,1
829,offline,rapid,12,0,212.0,MM,0,11,155,0.0006093246324395,1,1,0,0,1
830,offline,rapid,29,0,202.0,MM,0,-17,-228,-0.0110176282051281,21,12,0,0,1
831,offline,rapid,1,0,207.0,MM,0,-19,-164,0.0317106863776004,3,1,2,2,0
832,offline,rapid,8,0,212.0,MM,0,-10,-57,-0.1168280871670702,4,2,0,0,0
833,offline,rapid,6,0,209.0,MM,0,-7,-95,-0.0118016903731189,24,14,1,1,1
834,offline,rapid,3,0,268.0,MM,0,0,42,0.0595015700147064,4,1,1,0,0
835,offline,rapid,-7,0,236.0,MM,0,-5,-17,0.0227941176470588,1,0,0,0,1
836,offline,rapid,6,-1,200.0,MM,0,41,419,0.0741050381009813,4,2,0,0,0
837,offline,rapid,0,-1,255.0,MM,0,14,166,-0.0294550810014727,1,0,0,0,0
838,offline,rapid,-7,0,260.0,MM,0,3,144,-0.0507230736024174,0,0,0,0,1
839,offline,rapid,-12,-1,240.0,MM,0,12,128,0.0058959305534648,0,0,0,0,0
840,offline,rapid,13,0,285.0,MM,0,-21,-266,-0.0453514739229025,24,14,0,0,1
841,offline,rapid,6,-1,247.0,MM,0,23,160,-0.0214088700144476,9,2,0,0,0
842,offline,rapid,2,0,208.0,MM,0,14,169,0.0317033414832925,12,5,0,0,1
843,offline,rapid,-12,-1,229.0,MM,0,10,97,0.0888472742405326,0,0,0,0,1
844,offline,rapid,7,0,255.0,MM,0,0,42,-0.0198581560283687,12,5,0,0,1
845,offline,rapid,5,0,249.0,MM,0,-27,-321,-0.0697757976430009,24,14,0,0,0
846,offline,rapid,-11,-1,205.0,MM,0,21,208,-0.1174334140435835,1,0,0,0,0
847,offline,rapid,-2,-1,210.0,MM,0,-3,-27,0.1017441860465115,2,0,1,1,0
848,offline,rapid,9,0,303.0,MM,0,-6,-1,-0.1987577639751553,1,1,0,0,1
849,offline,rapid,-3,0,260.0,MM,0,20,193,-0.0537001897533206,1,0,0,0,1
850,offline,rapid,-1,0,205.0,MM,0,9,155,0.0275146453944908,0,0,0,0,1
851,offline,rapid,7,0,216.0,MM,0,-13,-122,-0.0358757062146892,12,5,0,0,0
852,offline,rapid,-1,0,200.0,MM,0,19,173,0.0713103205353997,1,0,0,0,1
853,offline,rapid,3,0,232.0,MM,0,-5,-141,-0.0249410521180584,24,14,0,0,0
854,offline,rapid,7,0,207.0,MM,0,-11,-171,-0.0775397940074906,16,9,0,0,1
855,offline,rapid,11,0,263.0,MM,0,22,211,-0.0163101604278075,0,0,0,0,0
856,offline,rapid,7,0,206.0,MM,0,-6,-38,-0.0102574416733708,3,1,0,0,0
857,offline,rapid,1,0,221.0,MM,0,10,90,-0.0654372189473193,1,0,0,0,0
858,offline,rapid,-10,-1,203.0,MM,-1,37,340,0.1970588235294117,0,0,0,0,1
859,offline,rapid,9,0,229.0,MM,0,-9,-129,0.0137561274509804,21,12,0,0,0
860,offline,rapid,14,0,223.0,MM,0,-9,-101,-0.0324218221199403,16,9,1,0,0
861,offline,rapid,-5,-1,233.0,MM,0,13,103,0.0408200290275762,2,2,0,0,1
862,offline,rapid,8,0,209.0,MM,0,-11,-80,0.12774018161837,2,1,6,3,1
863,offline,rapid,5,0,204.0,MM,0,11,125,0.0886008622137618,8,4,6,4,1
864,offline,rapid,5,0,222.0,MM,0,-2,43,-0.094017094017094,1,1,0,0,0
865,offline,rapid,-7,0,210.0,MM,0,5,64,-0.0432190025625862,0,0,0,0,1
866,offline,rapid,-23,0,200.0,MM,0,-2,4,0.0061800676554775,6,3,0,0,1
867,offline,rapid,1,0,284.0,MM,0,5,17,-0.1789117132867133,2,0,0,0,1
868,offline,rapid,-8,0,204.0,MM,0,-9,-20,-0.2305555555555555,0,0,0,0,0
869,offline,rapid,16,0,205.0,MM,0,-6,27,0.0196240601503758,5,3,4,0,0
870,offline,rapid,-5,0,236.0,MM,0,-15,-239,0.0636587968520741,24,14,0,0,0
871,offline,rapid,-20,0,250.0,MM,0,-3,-26,-0.1230362021857923,6,3,0,0,0
872,offline,rapid,11,0,294.0,MM,0,-18,-157,-0.1659404574132491,3,1,0,0,0
873,offline,rapid,28,0,249.0,MM,0,-22,-218,-0.1279823118058413,1,1,0,0,1
874,offline,rapid,-2,0,220.0,MM,0,14,141,-0.1189538598707184,2,1,0,0,0
875,offline,rapid,26,0,220.0,MM,0,29,285,0.1160634773625903,1,1,0,0,0
876,offline,rapid,-5,-1,266.0,MM,0,22,227,0.0453781512605041,1,0,0,0,1
877,offline,rapid,5,0,246.0,MM,0,-6,0,-0.14,4,2,0,0,0
878,offline,rapid,29,0,252.0,MM,0,-21,-161,-0.0368539189517107,3,1,0,0,0
879,offline,rapid,0,0,211.0,MM,0,1,11,0.0371728453205947,1,0,0,0,1
880,offline,rapid,31,0,236.0,MM,0,14,112,-0.0410839160839161,0,0,0,0,0
881,offline,rapid,4,0,223.0,MM,0,5,108,0.0286485675716214,1,1,0,0,0
882,offline,rapid,11,0,236.0,MM,0,8,94,-0.0105224698575082,1,1,0,0,0
883,offline,rapid,-12,-1,288.0,MM,0,8,87,-0.0183973330040746,0,0,0,0,1
884,offline,rapid,-3,-1,306.0,MM,0,17,117,0.0111191860465116,2,0,0,0,0
885,offline,rapid,5,0,237.0,MM,0,-2,32,0.0045343137254901,12,5,0,0,0
886,offline,rapid,-25,0,359.0,MM,0,3,56,-0.0174065205378523,6,3,2,0,0
887,offline,rapid,1,0,238.0,MM,0,-12,-103,-0.0199361449361449,2,1,1,0,0
888,offline,rapid,6,-1,205.0,MM,0,-5,-67,0.0030487804878048,2,1,0,0,1
889,offline,rapid,-9,0,251.0,MM,0,1,16,-0.0747329726730475,2,1,0,0,1
890,offline,rapid,7,-1,234.0,MM,0,17,102,-0.0171667710527814,9,2,0,0,1
891,offline,rapid,-16,0,332.0,FF,0,15,68,0.0536672629695884,12,7,0,0,0
892,offline,rapid,-7,0,330.0,FF,0,17,104,-0.0400594732370432,2,0,0,0,0
893,offline,rapid,-6,0,328.0,FF,0,30,298,0.2212808696679664,5,1,0,0,0
